Name,ID,Ratings,Windows,Web,Mac,Linux
Fright Fight,699619,16,False,True,False,False
∞RUSH,696383,9,True,False,False,False
Sanity,693908,30,False,False,False,False
Out of Control Points,696343,30,True,False,False,False
Dekimasen,696570,141,False,True,False,False
Mind Garden,698315,27,True,False,False,False
Fire Bubby,697176,22,False,True,False,False
Trigger Crappy,700233,10,True,False,False,False
COP-E,697230,10,True,False,False,False
Shape Factory,697516,122,False,True,False,False
Ctrl + Alter + Defeat,683972,15,True,False,False,False
Drunken Ball,698837,30,False,True,False,False
Key Hell,695282,26,True,False,False,False
Oliver Plays The Labyrinth,699162,17,True,False,False,False
Help! I can't control my gun!,696791,27,False,True,False,False
firefighter - GMTK 2020,696329,10,True,False,False,False
Collision Course,695247,35,True,True,True,True
-WOLF-,699600,124,False,True,False,False
Gooey,694522,7,False,False,False,False
Zombie Breakout,695945,33,False,True,False,False
Card Control,695222,54,True,True,False,False
ShepHARD,693747,35,False,True,False,False
Frogged Wizard,700274,27,False,True,False,False
HEART_ATTACK,694677,140,True,True,False,False
Slack slayer,699831,8,True,False,False,False
Ballue's Gravity Grind,698077,21,False,False,False,False
Burger Rush,693793,22,False,True,False,False
The Bear's In A Kayak!,696636,29,False,True,False,False
Space Cadet Pahgo,695272,17,True,True,False,False
Growing Pains,694786,11,False,False,False,False
Flokk,698085,10,True,False,False,False
The Astronaut,697557,47,True,True,False,True
Moustrap,696743,10,True,False,False,False
Central Happiness Committee,695126,11,True,False,False,True
Arkey,699868,10,True,False,False,False
Bot and donuts,699265,22,False,True,False,False
Speedrun Chaos,696647,9,True,False,False,False
Go Home.You're Drunk.,696909,21,False,False,False,False
The Wolf,698503,17,False,True,False,False
Operation FUBAR,697317,16,False,True,False,False
KeyBound,697573,10,True,False,True,True
LET'S MEDITATE,694223,26,False,True,False,False
MeltDown,693182,66,True,False,False,False
Drone,699725,22,True,False,False,False
Keypad Out of Control,699833,29,False,True,False,False
Zero Gravity,697020,24,False,True,False,False
Don't Lose Control,696703,9,True,False,False,False
Wild Rover,698970,9,True,False,False,False
INVERTO,695881,42,False,True,False,False
"OH, That's a Biscuit!",697078,8,False,False,False,False
Brake UnderControl,697895,12,False,False,False,False
Charcoal Cakes,699466,20,False,False,False,False
Please Don't Do This,698995,22,True,False,False,False
MONO,694121,39,False,True,False,False
Dwarf and chained ball,695833,8,False,False,False,False
Dungeon: Out of Crtl,699841,44,True,True,False,False
You Have No Control Here,698715,14,True,False,False,False
El Noche,700876,16,False,True,False,False
Set Phasers to Thrust,697925,12,True,False,False,False
ARTomaton,698468,8,False,False,False,False
Pitch Signals,694948,13,True,False,False,False
Cat Nightfall,700350,8,False,False,False,False
Chronicles of Chicken,698523,31,False,True,False,False
The Chaos Stick,696094,9,True,False,False,False
Boo-Boom,698609,9,False,False,False,False
Please Keep Off The Grass!,695688,22,False,True,False,False
Deadsperados,699002,17,True,False,False,False
Out of Time,697760,19,True,False,True,False
Jumping Plague,697707,8,True,False,True,False
Tristitia,700916,24,True,True,False,False
Outta Control!,694909,17,False,True,False,False
Chaos Collider,699116,17,False,True,False,False
Down with The Shipness,696248,13,True,False,False,False
Lost Path,697639,37,False,True,False,False
Gunner Runner,695018,11,True,False,False,False
Buildifactory,697514,17,True,False,False,False
Croak-o-matic,696784,137,True,False,False,False
Prototype Escape!,695851,24,False,True,False,False
Mission: Uncontrollable,699659,26,True,False,False,False
Portal Breach,693469,20,False,True,False,False
Disaster Island,696120,20,True,True,True,False
El Noche,695039,5,False,True,False,False
Task Management,695480,34,True,False,False,False
Willy Wildspell,695584,9,False,False,False,False
allian uncontrolled,697931,11,True,False,False,False
This is not outer space,700543,12,False,False,False,False
Beast,697597,23,False,True,False,False
Funeral Kazoo,696314,25,False,True,False,False
R.O.B,699238,10,True,False,False,False
MimiCry,699309,9,True,False,False,False
Z 2 Shoot,699160,10,True,False,False,False
Kangaroo Market,693456,25,False,True,False,False
BlackberryDungeon,699119,11,True,False,False,False
Time Lock,696997,35,True,False,False,False
Breakdown,699425,8,True,False,False,False
A Lesson In Frustration,698552,12,True,False,False,False
Am I Migrating the Right Way?,700254,9,True,False,False,False
Cyberfunk,698674,15,True,False,False,False
Nim's Frustrating Adventure,696695,39,True,False,False,False
Drunken Sorcerer,697950,13,False,True,False,False
Kool Man,697730,6,False,False,False,False
Nightly Possesion,700448,9,False,False,False,False
Child Control,696020,8,True,False,True,True
OUT OF CONTROL!,697140,27,False,True,False,False
Under Control,695537,12,False,False,False,False
End Of The Road,699007,10,True,False,False,False
OH NO!,696684,8,True,False,False,False
The thing that walks in the night,699140,9,False,False,False,False
Gun Extravaganza,697533,31,False,True,False,False
Space Rodeo,698448,17,True,True,False,False
Agent Diplegia,697221,19,True,False,False,False
GAF -GMTK2020,700076,9,False,False,False,False
9 Nights in Sunny Land | GMTK 2020,698117,8,False,False,False,False
Eclipse,698059,36,True,False,False,False
Rotato,695592,62,True,True,True,False
Ace Bird 64,698297,21,False,True,False,False
Flying out of Control!,697222,8,True,False,False,False
Time is out of control,698813,12,True,False,False,False
Tetrizo,693870,27,False,True,False,False
Baker is you,693971,58,False,True,False,False
Orb Rush,698786,31,False,True,False,False
Jekyll &amp; Hyde,696361,22,True,True,True,False
Key Exchange,697067,17,True,True,False,False
Mad Mechs,701207,20,False,True,False,False
Tunnel Vision,697969,26,False,True,False,False
Minoturret,697739,14,True,False,False,False
Pray To Die,694626,9,False,False,False,False
Mindless,698364,13,True,False,False,False
Chaos Cavern,698542,14,False,False,False,False
JUMP FACTORY,694610,66,True,False,False,False
Just another working day,699397,8,True,False,False,False
Launch Day,694480,68,True,False,False,False
SoloSS,695965,13,True,False,True,False
Laserwave,698219,19,True,False,False,False
Wild Cacti,695771,8,True,False,False,False
Indecisive Golfing,698239,28,False,True,False,False
relay,697401,9,True,False,False,False
S.A.F.E,697711,30,False,True,False,False
Grapple Ball,695392,18,False,True,False,False
Totally Safe Firemen Training! Now for Kids for the GMTK JAM 2020,700339,12,True,False,False,False
That's Not A Weapon!,699383,11,True,False,False,False
Crying Mansion,695467,34,False,True,False,False
Blackhole Blast (GMTK Jam),697964,33,False,True,False,False
Party Pal Peril,698307,8,True,False,False,False
Mark and Clippy,698983,8,False,False,False,False
Cloudy Mind,700374,12,True,False,True,True
Catdemonium,699402,8,True,False,False,False
Out of Earshot,700222,13,True,False,False,False
Broken Teleport (game jam),698110,10,True,False,False,False
Tower Roulette,699731,20,False,True,False,False
c0ntr0l,699443,27,True,True,True,True
Anomaly,698245,24,True,False,False,False
Crane Moose,700593,16,False,True,False,False
Bob's Odyssey,696069,32,True,True,False,False
Kingdom Out of Control,698889,10,True,False,True,True
InfeXtation,699930,10,True,False,False,False
Please Insert Coin,695270,14,True,False,False,False
Spooky Horde,699795,8,True,False,False,False
Keep Track,695486,44,True,False,False,False
OFFLINE!,698393,13,False,False,False,False
Control Deficiency,699901,9,False,True,False,False
CheatMaster 3000,696123,49,False,True,False,False
Baby Stop!,695824,30,False,True,False,False
Up to you.,695552,9,True,False,False,False
A Shift from Control,695218,11,True,False,False,False
The Bad Wizard Experience,699810,8,True,False,False,False
Hacking Mercenary (Working Version),700866,8,True,False,False,False
The Gardener's Apprentice,697888,8,False,False,False,False
Out of Controls,698625,17,False,True,False,False
Demonic Trial,697636,22,True,True,True,False
"No Breaks, Oh Well",698134,8,True,False,False,False
Ghost Game,697669,10,True,False,False,False
Captain's Dice,695834,28,False,True,False,False
Morning Wood,696473,33,False,True,False,False
Karen-tastrophe,699784,34,False,True,True,False
PantheraLeo GMTK Submission,695453,13,False,True,False,False
Out of Moves,695156,51,False,True,False,False
Cat Scheme,698729,13,False,False,False,False
Hyper Lopers,695579,17,False,True,False,False
Robot Run,694184,9,True,False,True,True
Jimmy's funky sneakers,697490,11,True,False,False,False
Oh My Guts!,694447,19,True,True,True,False
Do Not Lose Control,697151,18,False,True,False,False
Kaze Neon,695558,22,False,True,False,False
Club Crawl,698175,8,True,False,False,True
Controln't,697093,149,False,True,False,False
Duck vs Chicken!,698349,10,True,False,False,False
Flood,696718,9,False,False,False,False
Obstacler,696946,18,False,True,False,False
A Penguin Walks Into a Bar,697085,29,False,True,False,False
Corvumbris' Adventure,695022,9,True,False,False,False
SkyLand,696134,9,True,False,False,False
Leg Ball,697576,51,False,True,False,False
Keyfence,695910,22,True,True,True,True
Mission Control,700743,35,False,True,False,False
Out Of Guntrol,697932,32,True,True,False,False
Cable Car Chaos,695122,8,True,False,True,False
Edit Mode,701183,16,True,True,False,False
Oh Weight!,695161,17,True,True,False,True
Bandwidth Bandit,699580,10,True,False,False,False
The Hose Knows,696942,10,True,False,False,False
Marble Quest,693503,28,False,True,False,False
Doom Cat,700155,8,True,False,False,False
Bathroom Boogey,698990,29,False,True,False,False
Independent Illiad,696193,8,True,False,False,False
Rumble Repair,697377,27,False,True,False,False
Chopter Pop,696842,11,False,False,False,False
Broke N Broker,698953,14,False,True,False,False
Beep Boop Meow,696702,11,True,False,False,False
Fartrol,696425,11,True,False,False,False
The Orb,697184,8,False,False,True,False
Obstacle Bender,695346,8,False,False,False,False
bumper car,700177,20,False,True,False,False
Bucket Brigade,694548,8,False,False,False,False
Out of Control,695238,19,True,True,False,False
Pixelmancer,697902,15,True,False,False,False
Duplicating Adventures,696995,33,False,False,False,False
Panic Reload,697986,11,False,False,False,False
Controlamina,696620,12,True,False,False,False
Get out of Control,697582,31,False,True,False,False
Populus Kingdom,694981,26,False,True,False,False
Berserker,699263,25,True,False,False,False
Pandemia - virus containment,698200,10,True,False,False,False
ANGER,699336,25,True,False,True,True
Sandstorm,696339,9,True,False,False,False
Out of Control,700266,8,False,False,False,False
Embrace Garden,695546,8,True,False,False,False
Muscle Memory Corruption,694724,44,False,True,False,False
Circus of the Mind,693254,12,True,True,True,True
Dispose It!,698453,15,False,True,False,False
"I'm Sorry Sir, We're Out Of Control",695116,33,True,True,False,False
Misfire,698698,17,False,True,False,False
Re-ember (with Controller Support),698785,16,True,False,False,False
CrazyCircle.,694769,8,True,False,False,True
Plaught Armor,694285,22,False,True,False,False
Lazy Marine,695174,9,True,False,False,False
Flaut of Control,694188,20,False,True,False,False
Dash Daring,699636,30,True,False,False,False
Nmilo o mantihosh,696894,8,True,False,False,False
Plane Crazy,697104,10,True,False,False,False
Tour of Colton,695813,9,True,False,False,True
Temple Flop,699889,10,True,False,False,False
Touch Trigger,698376,8,False,False,False,False
Soap!,694989,9,True,False,False,False
Out of Inputs,697627,9,True,False,False,False
Sheep Never Panic,697102,11,False,False,False,False
Sync Squadron,696264,20,False,True,False,False
Test,684572,0,False,True,False,False
Constellation Chaos,700094,14,False,False,False,False
OUT OF POWER,693655,10,True,False,False,False
Sparf,696983,8,True,False,False,False
Autopilot Breakdown,699707,16,False,True,False,False
*ACHOO* ... 'scuse me,698716,10,True,False,False,False
Slow Down,699584,15,True,True,True,True
Spy Master,694506,10,True,False,False,False
Social Media,698343,10,True,False,False,False
Too Many Cooks,695993,19,True,True,True,True
Excalibur gone wild,698125,8,True,False,True,True
DPad Dungeon,698616,38,True,False,False,False
Gengineer (GMTK jam version),696819,9,True,False,False,False
OverPopulated,697473,26,True,True,True,True
Cuby Rescue Bot,696384,37,True,True,False,False
Yeet Me Down A Hill,693904,46,True,False,False,False
Nyctalopia,696709,12,True,False,False,False
All Too Human,699799,8,True,False,False,False
Realign,698768,8,True,False,False,False
IbeganToLoseCTRL,695966,30,False,True,False,False
Just Breathe,695561,10,True,False,True,False
The Long Night,694211,56,False,True,False,False
Vive La Slime!,700089,8,False,False,False,False
Don't Panic!,696847,15,True,False,False,False
Save Jimmy,698473,27,False,True,False,False
Erikku,698441,8,True,False,False,False
Ground Control,694267,39,False,True,False,False
Lawndemonium,699756,41,False,True,False,False
Mage Mania Ultimate,696436,10,True,False,False,False
Legless,695275,37,True,False,True,True
Bonsai Fairy,698490,24,True,False,False,False
Wash The Spiders Away!,695311,15,False,True,False,False
Possessed,697904,14,False,True,False,False
Normal Diner,695832,42,False,True,False,False
Bots in a Mine,699624,9,True,False,False,False
Loss of Controls,698805,8,True,False,False,False
The Cat &amp; The Pig,693862,35,True,True,True,True
Not There,698270,9,True,False,False,False
Lusid Dreams,699350,9,False,False,False,False
B.O.O,695758,24,True,True,False,False
Minimalist Warehouse Madness 2D,699976,22,False,True,False,False
Battery Out,698926,11,True,False,False,False
Ludo Chaos,696522,8,True,False,False,False
DodgeSaw,695937,33,True,False,False,False
Bumper Hearts,699274,10,True,False,False,False
Brew Bus: Aliens,695570,23,False,True,False,False
Mimic Garden,697705,14,True,False,False,False
Switching Control,698384,8,False,False,False,False
Project_WaveBlast,700721,12,False,False,False,False
Hands On Pete,700757,45,False,True,False,False
Tighten the Screw,699089,16,True,False,False,False
Slow the Spread,696543,8,True,False,False,False
Outside the box,698282,16,True,False,False,False
Big Zeal Adventure 2020,695313,26,False,True,False,False
Overflow,695181,10,False,False,False,False
A Dog's Dreams,696258,30,True,True,False,False
Star Golf,700689,16,True,False,False,False
Mr. Square's Commute,693701,10,True,False,False,False
Out of Controls,696412,18,False,True,False,False
Crazy ice cream,698050,8,True,False,False,False
Trajectile,696330,20,False,True,False,False
S.U.V.,695076,8,True,False,False,False
The Best Empliar,698311,9,False,False,False,False
Hexed,695019,8,True,False,False,False
The Worst Party: A Healers Tale,701126,27,False,True,False,False
Bomb Billiards,696487,9,True,False,False,False
Harriet's Hasty Harvest,698981,14,True,False,False,False
BuddyFriends!,698655,17,False,True,False,False
Maze Blaze,699741,8,False,False,False,False
DRING,696006,10,False,False,False,False
Limited Control,698633,8,True,False,False,False
Deep Sea Disorder,696794,10,True,False,False,False
Out of Ctrl,699161,27,False,True,False,False
Ape Of Control (GMTK 2020),688088,128,False,True,False,False
tex mechs,699448,12,False,True,False,False
GrannyCopter,698773,20,False,True,False,False
Democracy,699303,19,False,True,False,False
Exponential Balls,698540,10,True,False,False,False
Out Of Buttons,696831,14,False,True,False,False
Second Hand Shooter - GMTK Game Jam 2020,699556,12,False,False,False,False
Straight Outta Control,697432,26,True,False,False,False
Out of Control,696479,18,True,True,True,True
Natural Disasters,696658,19,False,True,False,False
JIMMY IS OUT OF CONTROL,697649,27,False,True,False,False
Songbird,698011,116,True,False,False,False
Speed Is Getting Out Of Control,697364,12,True,False,False,False
A Train Full of Money,697672,29,False,True,False,False
No Leg Day,699800,11,True,False,False,False
JUMP!,695679,16,False,False,False,False
Out of Cntrl,697967,13,True,False,False,False
Card Wranglers,697892,18,True,False,False,False
Animal Control,694782,73,True,False,False,False
Goth Girl and the Ghastly Ghoul,694262,9,True,False,False,False
Negative,698007,31,False,True,False,False
GMTK 2020 Slingshot,696267,8,False,False,False,False
Tanks... I'm out of control!,696064,8,False,False,False,False
This Game Is Out Of Control,697838,23,True,True,True,True
Out of ctrl,698973,8,True,False,False,False
Leave the forest,695389,19,False,True,False,False
Dot,696368,33,True,True,False,False
Planetary Postal Service,696896,12,True,False,False,False
Higher Beings,696874,15,False,True,False,False
Jukemeister,700296,37,False,True,False,False
Revenge of the Snowball,697509,9,True,False,True,True
Spring It On,696007,8,True,False,False,False
[Incomplete] GMTK2020Jam Out of Control Rampage,693725,23,False,True,False,False
Understaffed - 0 Days Since Last Escape,698273,15,True,False,False,False
Out of Control (Submission for GMTK Game Jam 2020),699476,18,False,True,False,False
Mission: Rehydration!,699789,8,False,False,False,False
DUCKS vs UFO's,698993,23,False,True,False,False
"Out of the Frying Pan, Into the Enemy Fire: PEW-PEW",699346,8,False,False,False,False
Bouncy Ball,694413,22,False,True,False,False
Life is...,695230,9,True,False,False,False
Habituality,699825,9,True,False,False,False
I-HAMMER,697952,10,True,False,False,False
They have to win,698224,9,False,False,False,False
PROJECT: Steve,698446,8,True,False,False,False
crazy weapons,696420,9,True,False,False,False
Cards and Spiders,697939,9,True,False,False,False
STRAFEMETER,696503,25,False,True,False,False
Kitty Calm Down!,698741,26,True,False,False,False
Fire Control Brigade (FCB),700542,9,True,False,False,False
Firepower Overload,695304,18,True,False,True,True
Trelos Amigos,695317,43,False,True,False,False
To Infinity,698120,28,False,True,False,False
Catastrophe,700043,12,False,False,False,False
I heard a rumor,696478,41,False,True,False,False
Boss one,699883,12,True,False,True,True
BEAT TRIP,692904,92,True,False,False,False
Divide and Conquer,696307,32,False,True,False,False
NET TRAVELLER,700732,15,False,True,False,False
Gunwheels,694661,10,True,False,False,False
Ctrl + States,692998,27,True,True,False,False
Square Boy,696502,17,True,True,False,False
"Boxy see, Boxy do",698041,28,True,True,True,False
Get Em,696014,8,False,False,False,False
Cowboy Simulator,699599,21,False,True,False,False
Drink Until You Pass Out,694508,24,True,True,False,False
Uncontrolled TD,699098,26,False,True,False,False
Overflow,697459,12,True,False,False,False
Spooky Babysitter,696872,16,True,False,False,False
Blood Croquet,698535,8,True,False,False,False
MARS,700557,8,False,False,False,False
Farmer,700631,8,False,False,False,False
Jump Now,695798,43,False,True,False,False
Pottery Run,695442,42,False,True,False,False
OVERLOAD,697685,43,False,True,False,False
Tank Terror,694641,36,False,True,False,False
A Windy Morning,698778,10,True,False,False,False
One Control,699934,10,True,False,False,False
OUT OF CONTROL!,693994,19,True,True,False,False
I Believe You Should Exit,696597,29,False,True,False,False
Workfloor out of control,697642,8,False,False,False,False
Up a Creek,697968,11,True,False,False,False
Hat Trick,699536,8,False,False,False,False
Mechanicum,698555,10,False,False,False,False
He Kills You,699769,10,False,True,False,False
Protect and Serve,697865,11,True,False,False,False
Cat'le Herdin',699771,92,False,True,False,False
Chick-Gun's Headless Adventure,695734,13,True,False,False,False
ESCAPE CONTROL MALL!,693395,25,False,True,False,False
ShipO,697035,23,False,True,False,False
PCBuilder GMTK Jam,697768,8,False,False,False,False
Insanity,696322,19,False,True,False,False
Cam-Control-Chaos,694266,13,False,False,False,False
Guitarist Salaryman,696077,10,False,False,False,False
Plot Armor,699948,33,False,True,False,False
Ricochet,693045,10,False,False,False,False
SPOOC,697481,14,True,False,False,False
Oversight,697267,14,False,False,False,False
Action Cleanup Crew,695251,25,True,False,False,False
Broken Times,695290,9,True,False,False,False
CYBOX: One Small Glitch,694992,11,False,False,False,False
Win Out Of Control,698923,11,True,False,False,False
King TUT,695651,10,True,False,False,False
Crippling Adventure,696009,33,False,True,False,False
Wild Fire,692670,12,True,False,False,False
Corey's House,700751,11,True,False,False,False
6 feet behind,693948,26,True,True,False,True
Hellcats,695390,16,True,False,False,False
Control Keeper,697900,42,True,True,False,False
CATastrophe,698415,8,False,False,False,False
Bleeding Degrees,699665,20,True,False,False,False
Apocalypse Z0Z0,699590,10,True,False,False,False
Cell Machine,696521,57,True,True,False,False
Rand(x),700796,8,False,False,False,False
DRONE CONTROL,695399,8,True,False,False,False
UP!,696714,8,False,False,False,False
Don't Get Mad,695698,9,True,False,False,False
Rocket Home,695255,32,False,True,False,False
Dethrone The Skeleton King,698776,28,True,True,False,False
Gin &amp; Waffles 2,693095,26,False,True,False,False
Super Raccball Galaxy,699150,40,True,True,False,False
Herding Catz,699039,20,True,False,True,False
Mr. Weenie's Odyssey,697000,14,True,False,False,False
Rocket Powered Tin Cans,694403,19,True,False,False,False
little ship BIG GUN,698221,22,False,True,False,False
CrazyCab,696178,15,False,True,False,False
Counter Control GMTK 2020,695979,8,False,False,False,False
ReverseTrap,698733,19,False,True,False,False
Camo Guy,700102,9,False,False,False,False
ChildCare,699709,8,False,False,False,False
Kontrol: Testing Facilities,696255,10,True,False,False,False
Cubes Galore,698554,24,True,True,False,False
One Last Breath,696913,15,False,True,False,False
Blindvolver,699497,10,True,False,False,False
Where to or how far?,696587,9,False,False,False,False
Air Plan,699348,15,True,False,False,False
Cat-tastrophe,697260,53,True,False,False,False
Flip The Table VR,695324,8,True,False,False,False
Lost Dog(s),700061,9,False,False,False,False
Reckless Racer,698171,30,True,True,False,False
Control Mania,696661,11,True,False,True,False
Heart of the Cards,700191,8,True,False,False,False
Beetle Breakout,698344,18,True,True,True,True
Ctrl-Alt-Delete,694001,9,True,False,False,False
Box-Bot,697782,21,True,True,False,True
Crazy Ice-Cream Shop,696919,38,False,True,False,False
GrandNyational,697135,18,True,False,False,False
"BOATS, PLANES, BOOM: NO CONTROL",696351,30,True,True,False,False
Macro Madness,693262,14,True,False,False,False
Space of control,698320,28,False,True,False,False
A Call 4 Comfort &lt;3,697425,32,False,True,False,False
Broken Brakes,695863,81,False,True,False,False
Hidden Platforms,698511,10,False,False,False,False
Cat Herder Ultra,697935,10,False,True,False,False
Score Run,698122,25,False,True,False,False
Plains of Slaughter,696362,9,True,False,False,False
Rush's Night,700664,10,False,False,False,False
Random Maze,693363,15,False,True,False,False
RoboPup,697453,9,True,False,False,False
situation out of control we must run away,693571,10,True,False,False,False
Karen,694659,22,True,False,False,False
Aerial Effort!,699649,8,False,False,False,False
World Gone Wild - GMTK Game Jam 2020,695375,15,True,True,False,False
Just Stop,693873,16,False,True,False,False
Colonel Perceptron's Bootcamp,698744,19,False,True,False,False
Aurore and the crystal shard - GMTK 2020,692994,129,True,True,False,False
zone,695388,37,False,True,False,False
Uncontrollable Fire,697608,11,True,False,False,False
Deck Build-a-Bot,698882,9,False,False,False,False
Super Daycare Nightmare,695557,22,True,True,True,True
Magical Mayhem,698094,29,False,True,False,False
Out Of Oxygen !,695277,26,False,True,False,False
Don't Lose Control,700141,13,True,False,False,False
Lost Orbit,699103,17,False,True,False,False
The Last Flight of the S.S Control,695799,10,True,False,False,False
Apollo 13.1.0 (LTS),696433,15,False,True,False,False
Two-Timin' Towers,696379,201,True,True,False,False
Echo Sings at Night,695955,41,True,True,True,True
Suvivor: Priority 1,696334,8,True,False,False,False
GMTK Jam - Mayor Hussle,698844,15,True,True,False,False
Don't feed the gobbo,693750,28,False,True,False,False
Rodent Selection,694894,26,False,True,False,False
I Started Blasting (Jam 2020),698870,8,False,False,False,False
Momentous,698980,22,True,False,False,False
Conga Panic,694725,13,True,False,False,False
Live Fast,697158,10,True,False,False,False
Ride and Die,698810,10,True,False,False,False
Stonks Market Sim,693291,44,True,True,True,True
Distress,696424,7,False,False,False,False
TheOutBreak,697434,9,True,False,False,False
Wild Magic,695062,15,True,False,False,False
Trigger Finger,696227,18,False,True,False,False
Pongeon,696814,83,True,True,True,True
Take The Wheel,694980,22,False,True,False,False
Cartel,694825,49,True,False,False,False
Control Outage,696238,12,True,False,False,False
Chain Reaction,698788,43,True,False,False,False
How Do You Fly This Thing?,696306,8,False,False,False,False
Haywire,696474,25,False,True,False,False
Keys,697949,20,True,False,False,False
Dr. Orderly,697997,26,True,False,False,False
Bastrop,695434,44,False,True,False,False
Tick Tick BOOM!,696745,13,True,False,False,False
Run Away Flame,696567,28,True,True,False,False
WrongASD,694781,12,True,False,False,False
Obstacontrol,693582,55,True,True,False,False
Striking Light,694756,10,False,False,False,False
Control the controls,695849,8,True,False,False,False
Speed 2 Electric Boogaloo,694581,8,True,False,False,False
AlphaBeat,699679,27,True,False,False,True
SPREAD,694420,10,True,False,False,False
Purgatory,698103,9,True,False,True,False
Rewire,698141,16,True,False,True,True
Don't Let Dan Die,699271,12,False,False,False,False
Loss of CONTROL,694474,11,True,False,False,False
Help Me!,697747,46,True,True,False,False
Pulse,698162,8,False,False,False,False
AIMLESS,695356,27,True,True,True,False
Edge of Influence,699663,13,True,False,False,False
Lycan-Nope,698972,32,False,True,False,False
Infected,698142,19,False,True,False,False
Fire Control,696452,20,False,True,False,False
Rusty thrusty,694478,8,False,False,False,False
Attack Speed Defense,119679,11,True,False,True,True
ForceCon,696331,8,True,False,False,False
If {Ships},696524,23,True,False,False,False
RC Rampage,699672,44,True,True,False,False
The old man,697034,19,False,True,False,False
Gunnerang,696240,157,False,True,False,False
Delivering Freedom,697788,35,False,True,False,False
Chirper - Newsfeed Simulator,693075,31,True,True,True,False
Violent Volley,699006,20,False,False,False,False
Angry Old Jeezers,699637,9,False,False,False,False
Too Many Oranges,698691,8,False,False,False,False
Rocket jumper,697328,14,False,True,False,False
Broken Taxi,696803,9,False,False,False,False
The Bloody Climbing(GMTK-EDITION),697664,8,True,False,False,False
Lucent (GAME JAM version),700860,24,False,True,False,False
Controlmen,698098,51,False,True,False,False
Long March,699858,15,False,True,False,False
Frightened knight,698189,28,True,True,False,False
I Am The Sheepdog,695708,8,False,False,False,False
Some Habits..,697638,10,False,False,False,False
Assembly Bot,698790,8,True,False,False,False
Enigma,693464,20,False,True,False,False
Nut&amp;Go,693058,9,True,False,False,False
DEFECT 5,693911,17,False,True,False,False
Professional Services Treadmill,695722,9,True,False,False,False
Discontinuity,696875,8,False,False,False,False
Group Project (GMTK Jam 2020),694800,22,False,True,False,False
Warlord,693033,9,True,False,False,False
Random Controls,699251,19,False,True,False,False
Hot Dog,697713,0,False,True,False,False
Five Seconds Till Doom,696776,55,False,True,False,False
Malfunction,698543,11,False,False,False,False
Random Booms,700098,9,True,False,False,False
Random Night(GMTK jam 2020),696223,9,True,False,False,False
No Rolls Barred,699586,32,True,False,True,True
Control,700242,8,True,False,False,False
MindControl,696516,15,True,False,False,False
Control yourself,693320,10,True,False,False,False
AUX Control,695394,9,True,False,False,False
Teacher Simulator,698328,207,True,True,True,False
Spaceman Spiff's Space eScapade,699817,21,False,True,False,False
Get Glitched GMTK 2020,693575,64,True,True,False,False
A Walk of Surrender,698781,52,False,True,False,False
I Didn't Vote For That!,696067,15,False,False,False,False
NoControlBuilding - placeholder name,699652,8,False,False,False,False
Babysitter from Outer Space,696124,8,True,False,False,False
Friday Night Pretender,700070,30,False,True,False,False
Juggler's Jig,699038,9,True,False,False,False
O.O.C Disco Party,697082,8,False,False,False,False
Martin for Superintendent,697542,8,False,False,False,False
Through the Map,693709,10,True,False,False,False
Bunny Dreams,700991,21,False,True,False,False
the LOOKAHEAD,698296,26,False,True,False,False
Project Ghost,698795,26,True,False,True,False
Dizzy Space Shooter,694685,23,False,True,False,False
Orbital Grid,699899,31,False,True,False,False
HEY! Move yer Butt! Lazy Hero!,693884,15,True,False,False,False
Sorry Bad Game,694824,24,False,True,False,False
Lucky Fluke,696286,58,False,True,False,False
Three in a Rogue,698401,43,True,False,True,True
InputBuffer,694951,9,False,False,False,False
Too much control,699404,18,True,False,False,False
Pew Pew!,699335,8,True,False,False,False
Host Shift,699112,16,False,True,False,False
Relinquish,695704,35,False,True,False,False
Pyramid Siege,693807,9,True,False,False,False
On Repeat - GMTK Submission,697852,15,False,True,False,False
Distraction,699940,8,True,False,False,False
Hat-off,697644,19,False,True,False,False
Chrysos,698713,8,True,False,False,False
Color Fight,693970,9,True,False,False,False
Robo-Rescue,697510,8,True,False,False,False
"Todd ""Fireman"" Smith",696802,8,True,False,True,True
CMD and CTRL: Shortcut Heroes,698290,12,True,False,False,False
Q-mon,700430,15,False,True,False,False
Runaway Train (Game Jam Entry),699827,19,False,True,False,False
Controls are Slightly Offline,697426,26,False,True,False,False
Out Of Body,700413,10,True,False,False,False
That time I lost all my controls in the forest,698559,20,False,True,False,False
Reckless Automation,695345,23,False,True,False,False
Whirlwind Barb,699557,13,True,False,False,False
Dérive,699088,29,False,True,False,False
Cellspace,698651,68,False,True,False,False
2037,700116,36,True,False,False,False
King Slug,698597,52,False,True,False,False
Power Struggle,696237,42,True,True,False,False
Zoo Fight,697541,40,False,True,False,False
Corporations with Cards,694453,27,False,True,False,False
Time Traveling Pirate Game,698475,8,False,False,False,False
Severe Turbulence,697074,8,True,False,True,True
Cringe And Unepic Adventure: A Strand Type Game,698626,8,True,False,False,False
chefmaster supreme: out of control,699354,10,False,False,False,False
Disaster KAT-astrophe,697793,10,False,False,False,False
Kleurpuls,695763,8,True,False,False,True
Cubey's Controller,696403,25,False,True,False,False
Gohdil: Legend of the Ferrum,697012,37,False,True,False,False
Pizza Cuisine,699973,8,True,False,True,True
