Name,ID,Ratings
Ctrl+Me Ctrl+You,693985,13
Rotation is optional,693094,10
Chess Dungeon,697808,15
DASHING SHAPES,697512,4
Rebellia - Game Jam Edition,698515,14
That day my dog flew a spaceship,695506,15
Run-On,696345,4
Streamer Moderator Simulator,694501,10
Solar Surfer,697055,5
When Hoglets Fly,698884,4
Flokk,698085,6
Brain fart,699591,9
Mirab with Sails Unfurled,694718,7
Discombobulated Gravity,695228,13
Tilt Quest,698425,18
Drunk Daniel,695016,5
HOLD ON!,694191,26
Keyboard Ghosting,695662,14
The Robotic Trolley Problem,696591,8
Blue Screen of Death,699345,23
Escaping Home,696556,9
Housten we have a problem!,696564,15
Too Many Grenades,699732,10
The Apprentice,695280,6
Rogue A.I,699695,10
WireWare,697875,10
Pizzadude,700522,4
Bobs Office Adventure,699003,16
Preposteroids,692042,7
Flaut of Control,694188,14
Boogie Wizard,699340,5
Out of Controls,695635,32
Keystone,694352,13
The machine,693999,9
Cat Nightfall,700350,4
Discoluminate,699753,45
Load The Boxes,695949,5
The inevitable death of the universe,693082,9
Package Patrick,696918,38
Digital Hygiene Task Force,698678,3
fatal frontier,694637,14
The Janitor Project,700787,25
Tighten the Screw,699089,12
Don't ! Heroes,697813,11
Xper-I-Mental,700399,11
Leaving Control,698851,10
Amor de Bêbado,697839,5
Bobby Drunk,700676,7
Ascension,698015,8
Ctrl Shortcuts,695586,5
Glitch,700404,5
BotBot,696097,4
Nitro Mode (GMTK Game Jam 2020 Submission),695911,13
Glitch,697019,19
Berserkard,695493,14
Drop Dem Marbs (GMTK2020),699339,27
A Sinking Feeling,694788,40
Out of Control Game of Life,694595,9
RoboShoot,695250,7
The Enemies Are On Fire,698584,15
Out of Control(s),699951,56
Super Broccoli,700536,4
Call of the Goose,700107,7
Lamar in Control,697548,6
Random Booms,700098,6
Sunday Self-Driver,695191,5
TallGuyScottGameJamAttempt3,700436,4
Need your help m8,695709,4
Escar-go Outta Control,699264,8
Limited Control,698633,5
Flighty,696907,20
Make The Best of Things,699225,5
Ctrl Adventure,696225,10
Off Course,696965,4
REBEL DUCK: FIGHTERS,694616,6
Green Days,698016,19
Creeping Fungus,697682,17
Malware Detected!,696417,34
Specimen X/L1-F3,700341,4
RE:BOT,699123,16
Crowd Outta Control,692932,17
Out Of Control,700911,6
Losing Control,695353,5
Rock-It,694263,24
The Out of Control Train That's Out of Control,694749,8
Disconnected,697248,13
Quantum Hellbullet,697539,6
Which Symbol do I Catch?,698569,5
The Last Dance,699881,6
The broken brew,696667,4
The Fearful Sheep,698154,7
SynchroniCity,697963,20
~ Samurai Hiccup ~,697261,4
Out of control - GMTK,696040,5
Machines &amp; Modules &amp; Motion,698249,5
Cat Out Of Control,695886,31
Defend the Kingdom!,694790,11
Fish,696101,7
Robo Revolution,696039,5
Make it Out of Control,700299,6
Code Brown,697846,22
Watermelon,696671,175
Black Friday Eternal,698161,10
Beach blast,696476,13
Ima head out,695967,10
Party Animal,697776,6
Ritual,700336,21
STORM A BREWIN',697610,20
Claude Van Clamme Presents: Wing Walkers,699387,5
Skellywag Adventures,697405,8
Out of time,696089,55
Wash The Spiders Away!,695311,11
2020 Simulator,697047,5
Egg Bird,696987,11
Colonel Perceptron's Bootcamp,698744,12
TARG,696577,14
Totally Legit Meap Packing Co.,698936,5
Greasy Machinery,697820,8
Marblimit,697844,14
HOPUP1,698049,6
CatchOnFire,695779,15
Blazing Keys,698682,6
No Time Clue,697564,6
Dont Loose Control,700278,7
GMTK2020 - Bouncy Cube,696869,5
Demons,693737,6
Totally Normal 2D Platformer,697679,8
The Runner,700405,32
My Mother is the Goddess - easiest Job in the Milky Way,699617,10
ControlFreak,698127,11
Gengineer (GMTK jam version),696819,7
Pointer Drop,693544,10
Rolling Balls,694927,14
Hacking Mercenary (Working Version),700866,4
PlayQuester,696930,5
Echo,694503,25
My dystopian laserhell hovercar,699882,5
Picnic Pals,700825,8
Tour of Colton,695813,6
Out of control square!,698112,5
Orus,699193,8
Memories of a Control,695273,6
Dash n Slash,700059,26
Astronomi-Cat-Astrophe,698403,9
Prototype Escape!,695851,14
Pyramid Siege,693807,6
I Want Internet,697817,12
O.O.C,697696,5
Put On &amp; Fight,699055,6
Arctic Trouble,694201,14
Outta Hand,698985,4
Funeral Kazoo,696314,17
Outta My Way!!!,696206,16
Out of Control Knight,697938,18
Brain Jam,695312,9
Gunwheels,694661,4
Cosmic Affairs,697321,5
Blown Away,696058,9
Toggle Arena,695027,56
The World Bends For You,696897,10
Stuck together baby sitter,699034,6
AttackOnBaby,696981,6
Meltdown: Out of Control,699352,10
Untitled Dinosaur Game,696810,23
Press SPACE,696768,25
Uniqueness Of Ideas,695157,6
Honk Defense,697159,11
Turret Operator,695148,5
Dumber dwarves,700443,6
Hydra (GMTK JAM 2020),694469,5
Robout,699215,9
Turn to Land,695158,8
Chaos Chamber,697761,16
Keyboard War,696641,18
Weed's out of control,697861,15
A Dying Hope,695259,14
"Sir, that asteroid belt really messed us up.",696546,16
B(L)OB,693899,5
Bullet Vision,696829,15
Ground (Out of) Control,699118,16
Cursed Date!,694444,24
The Keys Between Us,694798,7
Mount Mayhem,695428,38
Silk Board Simulator,700104,8
Square jump,694187,34
Wizard,695139,5
Propeller Boy,694556,13
Machine Gun Malfunction,698565,13
Each contro Out of control,697003,6
DEFECT 5,693911,11
GMTK 2020 - Andrew's Submission,700040,5
Out of Control Lumberjack,696886,9
Casino Craze,698556,5
Soul Purpose,697476,5
Dash,697196,9
Turbulent Time,699879,6
The Glitch,700028,4
Mount FAUNIR,694666,22
Don't Blame The Controller,694531,16
"Erebus, Child of Chaos",699621,7
A Nightmare's Business,696761,14
Ojay Lemonaid,696152,12
Out of Control-ler,694945,11
ANGER,699336,6
Momentous,698980,12
Spaxi,698168,8
Lich went to a graveyard and lost his glasses,695004,5
Inbox Zero,695666,7
Out Of Physics,700882,15
Covert Kitty,696649,14
Roller Controller,697871,6
Granpa is out of control,696233,7
Pie on the Fly,697058,17
CTRL,693131,6
System Down,697444,21
Hot Crucible,699642,5
Glitch,697069,15
Viral Rivals,694361,20
Science Out of Control,697623,11
JUMP &amp; RUM,699232,5
AROUND,699131,3
Happy Little Colors,700349,18
zombiez,696601,14
Velocity,700772,5
The Deep Dark,699647,20
Weather Story,698843,15
Control Switch - Browser Version in Description,699191,9
Mr Wiz's Clean Up,698051,13
Frog Typing Tongue,697163,16
Rahu (GMTK Jam 2020),696179,15
Laggy Racing,694855,18
UnconTROLLable,698512,8
Station Control,696197,5
DodgeSaw,695937,12
FroYo Freakout,695028,5
Too Many Keys,695064,9
Feed the Machine,697445,10
You are now Possessed,701538,39
Heat control,700326,14
Rincewind the Inebriated Wizard,694371,4
Out Of Space,700362,7
Error 219,700022,3
DO_EVIL.sh,698862,21
DriftFox,696447,8
Alien Outbreak,698106,5
Asteroid Trouble,700435,7
HA HA!,693680,24
Another Disaster M'Lord!,699206,28
Water and Lava,693638,11
Bad Pong 4,696931,8
AMOEBAD,695957,13
Chicken Control,695811,7
Maze Blaze,699741,4
Lucid Dream - GMTK 2020,698974,27
ControlShift,697680,5
Control Within Reach,698792,16
Lost and Found and Lost and Found,694833,9
Strategy Out of Control,699318,4
UNCONTROL,699547,3
Explosive Golf,694005,8
Flail Fall,698150,27
Find Your Self,700085,25
Control Chamber,695576,12
Trainwreck,697088,7
Downhill Doggo,699727,8
switch,694341,4
Wagnets,695719,7
robot cleaner,693634,5
Oh My God !,700978,11
Finger Click'in Good,698989,11
Saloon Switcheroo,697015,4
The Sh!t$,697825,9
ASCII Assassin,693245,12
Office Havoc,698105,8
BullFish,694958,11
Video Exorcist,695729,39
Space Storm Pizza Panic,694813,16
The Emu Wars,695449,14
Space Jerks,698774,6
Grass,697286,17
Control Plus ZEE,695991,4
For his hopes and dreams,693951,21
Q-mon,700430,11
Kanji Ranch,699418,7
Agent Mittens: Fish Heist,695144,15
Deal with it!,695634,15
Anarchy In The Island,698656,6
Super Raccball Galaxy,699150,18
Super Random PF,697468,5
Trigger Happy Crab,695032,11
How Did THAT Happen?,698930,5
On Fire,695855,14
Decked Over,697859,71
Drive or Die-V,698676,6
Mainframe Malfunction,697743,3
Control Switch,699012,12
Brakes,698410,122
After The Pits,697487,16
RoboJammer,698418,18
Save Jimmy,698473,16
Backpack Malfunction,697157,7
Losing Control,697149,8
Momentum,694402,34
Cellspace,698651,31
Banhammer,692978,28
Escape the Puppet Master,696448,7
Unlucky Test Chamber,698416,24
"Infinite Monkeys, Infinite Typewriters",695986,16
TURTLNATOR,696226,17
KeyCap Fight,696253,17
Fire Flighter,696735,19
Control : Denied,698082,6
Chaos Garden,695380,12
Randomizer 3000 (GMTK Jam 2020),698136,7
Shufflr,695919,5
Please Insert Coin,695270,10
Ballz Slicer,698938,8
Off the controller,694751,12
Shop'n'Demic,699105,23
GladiSpinner,697457,11
Overgun,698502,32
To The Unknown,695959,4
BunnyShroom,696968,5
Tilted,699208,15
Save your room from CAT!,695898,51
The Runaway Sandwich,694529,6
Digi Drive,698529,8
Out of Order,695331,17
SomethingIsOutOfControl,700131,7
ForceSwitch,695539,26
Trolley Folly,698298,9
Blobulex,695291,27
Impartial Blade,699796,8
Cabin Fever,697335,7
Lab Rats Inc.,699873,19
Own Worst Enemy,697692,4
Rats on Runaway,698433,8
XJØR,697108,6
Lost Island,700187,4
TryToControl It,696419,8
Bird Lord,696938,5
Kindle,700807,6
Cat Herder Ultra,697935,7
Who ate my chicken?,692522,25
Pub Brawlers,697694,6
Planetary Anarchy,699764,5
Out of CTRL,696272,5
Breaking out of Control,696370,4
SPACEBOY,699420,6
Half Soul,658824,12
Spaceshi* Engines,698905,4
DrunkRun,699268,7
POLARIUM,695128,5
Work With Me Here,696788,38
Pongeon,696814,51
Circus Mayhem,693799,10
Gun's STUCK!,696773,8
Harpoon Highway,692205,27
Flip Out,696775,5
Channel Changer,699128,7
Spiral Spire,697996,6
Beware The Button,696377,22
Dino Pet Walker,699823,5
"Wait, How Do I Move?",696749,7
Village,698605,57
Super Spacebar,697991,8
Thrusters Engaged,696991,6
Running Late,700074,9
Conga Panic,694725,9
Don't Panic!,696847,8
Astroship : Out of Control,697837,8
No Ctrl,696325,14
MALFUNCTION,693789,5
RC-Olympics,700504,5
Assembly bot,695155,10
Monkey Business,697505,6
uNControL,697384,14
Blastius - GameJam2020,697607,14
Battery Out,698926,5
Out of CTRL - WebGL in Description,699156,6
Boozetastic Broomsticks,697771,7
Nautical Nausea,698285,37
Little Bouncy One,695366,4
Out of your Control,695364,7
Keystroke,694148,12
The Bear's In A Kayak!,696636,20
dandelion,699228,8
Two Sides,696262,8
Connection Lost,699905,15
Between a Bot and a Hard Place,691867,14
Loss of CONTROL,694474,11
Crazy Cabs,698387,8
Oblivious Oliver,697428,5
Microphage,700427,6
relay,697401,5
Hypnotic,696318,15
Time and Space,697717,7
Out of Your Mind,698242,5
Assembly Bot,698790,5
Doom Cat,700155,3
Galaxy Glitch,700031,1
Dreams Incorporated,694336,19
Sanity Intact,693156,8
Space Station 9,699708,11
Free-Fire Zone,695796,4
T. Issue - A Dusty Heist,695738,15
The Runaway Invasion,697028,19
Corvumbris' Adventure,695022,5
Bullet Stealer,697484,8
Drunk Knight,696446,27
INFLUENCE,696929,43
Soledad,699697,10
Chernobyl,698373,13
Impressionist Movment: Gasoline on Canvas,694878,8
Remote Hell,698233,6
Switching Control,698384,5
ForkLift,698536,10
Slave to the Beat,696905,15
Sam the can't move!,696204,14
Dice Jump,693672,14
Idle animation,696493,7
Oakay Acorn,694552,29
It's me.,693170,13
Contemperaneous Cannons,698738,14
Make Bagel,698045,11
Escape From Neo Amsrterdam,697403,5
KIRU,697079,25
DrunkBoyHalo!,695564,9
Out of Controller,697409,6
Ground Control,695929,6
Beat of the Woods,698397,7
Random Maze,693363,7
Slippery Drifter,695055,5
Space Rodeo,698448,10
BOOST PANIC,698582,10
Scaredy-Ball,697987,10
Help! An AI has taken over my game... [GMTK 2020],700412,11
Drone Jam,697668,23
Evolution,695236,22
Captain's Dice,695834,19
Car controller,696766,7
The Mayhem,696862,6
Across the Isle I Sea,700441,3
Whoopeeee,700346,12
Split Shot,697413,41
Don't Go Boom!,697661,4
MovLes,697396,5
Raydar,697065,9
Orbital Brawl,698169,4
Space Terminal Zero,699413,4
Trim the sheeps !,696115,9
Keep Moving,694859,4
Robbie the Roomba,698879,10
Viral Wave,697216,8
Scrap Den 40.000,698361,5
Get Your Shit Together,692954,18
General's Telephone,699916,25
Automaton,696391,31
Who will make you a Millionaire?,698948,9
YESMAN,697228,5
Bodyguard_,696465,19
Mad Mechs,700852,5
Fire campaign,699344,6
Hacked Out,697187,18
Robo-Jam,698240,7
Fire Season,694896,5
Wacky Tanky,698444,13
OUT OF CONTROL!,697140,18
Fly Out Of Control,699405,4
Bounce Golf,694853,4
Bestseller,694007,5
Control Pad,698865,11
Scripts of the God Program,695992,5
Shifter Demons,699440,5
the LOOKAHEAD,698296,17
Final Command,694921,23
One Hit Wonder,698640,13
Bonky cars,695912,4
Door XP,693993,59
Tick,695492,17
Squiggly: Unleashed,696038,10
Test_Subject01,698665,10
Accismus,693277,11
Outta' Control,699894,4
S.A.F.E,697711,14
"Stress, Misery &amp; Fatigue Simulator",698337,13
Continuous Thrust,698735,15
Moltke,699226,15
Ye Old Wizard Market,696710,11
Out Of Fire,697718,5
RUSH HOME,699906,5
Dinger's Cat,695800,10
Ticking Down,697577,13
Give Me Some Space,696044,30
Stop the Spark on the Bark,700426,11
car OUT OF CONTROL,694026,15
Out of Shock,696501,6
Glitch Mech,699675,3
CrazyCircle.,694769,5
Spleen,692515,7
Survive The Music,699299,12
Control Their Reality Ltd,697005,15
Home trouble,699715,10
It Came From Ctrl,699759,5
Blue Box vs Evil Geometry,695071,17
Losing Control,698484,4
Dream Factory,698649,11
is this in your mind? - #gmtkjam,696281,8
Juggler's Jig,699038,3
Caveluck,700768,5
UFOs and Castles,693303,5
Reckless Automation,695345,18
Dungeon Slacker,698570,28
Amadeus' Wolfarm,700262,6
Crybaby-GMTK,701139,11
Rule Order,697279,8
Racem'n,699134,5
VirFrame,697915,6
Galactic Golf,699446,14
Change The World!,699638,5
Manipulate,693239,10
Slime Trainer,698166,7
Pooc 2D,699406,5
Collateral Damage,697372,28
Drift Velocity,700071,8
MultControll,694152,11
Graveyard Guardian,698952,7
Hodie,700378,36
GlitchyLand,694395,8
ASTRAY,696439,18
Illinois James: Escape From Stoplight Sanctum,695096,5
Tiny Pink Pistol,699583,17
Broken Taxi,696803,7
Jump Ship,698722,8
The Marble Mansion,696540,7
LetMeLookOutBack,697483,13
Gin &amp; Waffles 2,693095,18
Gunner Runner,695018,4
Guum - GMTK Jam 2020 Entry,695752,14
Too Many Oranges,698691,4
Lost Control,695314,37
Equilibrium,699473,5
Sheep Shenanigans,698809,10
The Baby,696640,10
Slime Editor,695621,20
Nuotio,692714,27
STRAFEMETER,696503,19
Broken Delivery Service,697500,28
Objective Chaos,699618,9
a rocket flight,695020,8
The Flood,699661,15
Bearly in Control,696359,8
Stop the Fire!,699393,4
BombControl,699878,6
Bounce Shooter,694985,16
Cat House,694173,33
Rico Shae in Cat Ball Fling!,697218,19
Scraps - GMTK2020,695112,9
Too Many Blocks (to control),698621,14
oh no ignite,695435,16
Fury Road,695624,5
Kani,695801,10
Evelynne's Tactics,694856,9
0&amp;1,696500,6
BobsBot,699749,13
Tel - Tur. GMTK 2020 Out Of Controll,697167,19
Recursion,696304,18
Platformer's Toolkit,694901,12
Crippling Adventure,696009,25
Beatshifter,700255,12
Just control him,698289,9
Outer Control,699797,8
Monkey scape,700283,4
Duplicata,695888,11
Out of Control,695046,8
Goobers - GMTK2020 Jam game,696449,7
Autonomous,696428,4
Bandwidth Bandit,699580,5
The Gardener's Apprentice,697888,6
Control,696308,7
4 Letters Quest,696470,11
Chicken'd Out,698034,27
Spring legs,698144,41
Sporadic Sports-Cars,698924,8
Flying Fortress,697139,6
The Long Night,694211,15
MagicCrash,698514,4
Kebab Sled,697052,19
PROJECT: Steve,698446,8
Space Force Meme,689057,21
Mars probe,694408,11
Too Far Too Furious,694805,28
Flask Miracle,698108,17
LITTLE FRIENDS SHARE THE PLANET,694578,48
Lye's Tower,699775,8
Out of gravity,695081,12
The 12:17 Fairway Express,694952,8
How Do You Fly This Thing?,696306,6
Two-Timin' Towers,696379,84
GMTK2020 - Crazy Taxis Out of Control,698259,18
King Slug,698597,35
"Copy, Chicken, Paste",696350,6
Not There,698270,5
KHWAB,699482,6
Flip The Table VR,695324,5
out of birth-control,698850,15
Give me some Space,697263,6
Clunky Ninja,696559,14
Winter is coming,698383,5
Oh!Buttons Dropped,695293,25
N.S. Debugger,695498,5
You're Fired!,696762,31
BEDTIME,698982,8
Ctrl+Keysmash,695030,6
Firepower Overload,695304,8
Office Rampage,697898,5
Thea,697050,14
The Cowardly Hero,698131,14
BoxC,696346,7
Groove Control,700529,7
Broken Pipes,695322,10
eArL and the Tall Tower,696480,14
The Blind Ninja,699766,5
Tri gone mETry,694574,18
Otsukare!,699094,8
UnExpected,693593,6
The Infection,699543,7
Concentration,697789,4
Don't Crash,696878,5
Robot Run,694184,7
"Cat, Myself, And I",700238,7
No Rolls Barred,699586,24
Bumper Cars: Crash Madness,696122,7
Strategy Goo,700474,4
Boo-Boom,698609,4
Magu,698039,22
Typetunnel,693866,11
The Tile Tilter,696705,16
Globetopia,694254,14
Jumping Plague,697707,4
No control,696427,15
Hot Dog Mechanic,695691,4
Trigger Finger,696227,10
Angry Apples,697353,4
Launch Day,694480,48
A Penguin with Sunglasses,695474,15
BAAAH!!!,697959,20
Snaky hero,696627,13
Protect The Base,697304,10
NULLNAUT ALPHA,697942,8
Rande,694518,13
ShipO,697035,11
Hexed,695019,5
OutOfControl GameJam Project,697419,7
Drunken Dungeoneer,696538,90
A Drug Called Control,697009,4
SpaceBus,693307,22
Good Boy GMTK2020,695750,4
"Ramon, No Grites",699809,7
Spleef Xtreme,695590,8
a camping adventure.,695785,20
Seize the Servos,698947,7
The Raging Bull,696284,9
CTRLVerse,694282,24
Out in space,699746,4
Lost Satellite,697598,39
Color Fight,693970,6
Just Shapes and Beeps,697520,6
Buttery Spread - GMTK Jam 2020,697920,15
Out of Control,696479,8
OutOfControl (Working Title),700482,3
Froggu,697590,7
Sleepy Firefighter,699625,4
Awesome Rat In Awesome Space,699523,9
Cat Herders,694412,21
WindyDay,695646,5
Universal Thief,697383,42
Dice Fate,700095,0
Unfinished Mess,697906,5
Get along,700483,4
Control Freak,699587,5
"Sir, Your Child!",698491,12
Stay Down!,698368,12
[Incomplete] GMTK2020Jam Out of Control Rampage,693725,14
MetroVision,699136,8
BARBEERIAN,695118,10
Disoriented_Sphere,694954,7
How to Make a Cup of Tea,698587,20
Input Slasher,698595,6
Beat Wave Shooter,699561,6
You're Out Of Control?!,699495,4
SnowAvalanche,698086,6
Controls Apart,696481,5
Wing It!,694700,11
"Can't Roll, Can't Control",696411,28
Overworked,698707,11
Temp Street,699281,5
Growing Pains,694786,10
Negative,698007,21
Out of Control Slime ARENA,693611,9
Ghosts &amp; Pizza &amp; Donuts &amp; Driving,700516,10
Corona at the Mall,700585,4
Run A Tight Sheep,698960,6
Discontinuity,696875,3
Own Worst Enemy,698312,17
Sein,697180,4
Low Control,695987,5
Oh No! A Fire Is Out of Control! Someone Save Us: The Video Game,699654,9
Full control,699563,4
Around Every Corner,698264,9
Paper Know-how,695248,6
Out of CTRL,696127,7
Forrest Fire,693683,12
Pray To Die,694626,4
Tinqer,698801,24
Puffy Madness,692106,18
Not Again!,699839,14
Aurora and the Twin Planets,699592,21
Losing CTRL,695591,37
They have to win,698224,4
Control Panic,698174,9
Gravity Drifter,696475,50
Alien Sabotage!,695649,6
Critter Extraction Squad,695848,11
Jesus Take The Wheel!,696381,32
Master Controler,700240,6
Binding of Keys,693052,23
!!Fire Out Of Control!!,696467,10
Out Of The Control,695103,27
Sleepy Driver,699560,5
Kahockey,694391,7
-WOLF-,699600,63
Which Way - GMTK Game Jam 2020,700197,13
Sloshbucklers,693282,4
ch34ter,474217,0
The Switcher,697295,6
Hairraiser,698432,4
An Adventurer of His Own Mind,699513,4
Burger Truckers,694601,4
That time I lost all my controls in the forest,698559,10
Absolute Control,697010,8
Out of Control feat. Bill Murray,693384,10
Protect the Restaurant,698971,13
Explosive Square Guy,696561,7
Black Hole Defense,695352,59
Lawndemonium,699756,28
EnigmaSeven,694174,10
Groovy Cycle - GMTK Game Jam 2020,699711,4
AUX Control,695394,6
Minimalist Warehouse Madness 2D,699976,12
Blast,700056,4
A Walk of Surrender,698781,23
They Hatched,696085,7
Dancing Hills,697670,4
Freak Out,698667,8
dave the bot,699058,5
Prepare for Launch,694690,17
It's Ad-of-control,699952,4
Busted(GMTK Jam 2020),696049,6
Tato Catcher,697677,9
tex mechs,699448,7
Tower Roulette,699731,10
Survive 60 Seconds,696879,6
Running out of control,698954,10
TIME TO READ A GUN,697845,9
Gizmo's Dungeon Rent,696606,26
Shepherd And His Sheep,693473,22
Before I Go,697446,22
Out of control: Drone Uprising,695745,5
OUT OF CONTROL!,693994,15
Leadfoot,698036,4
Exponential Balls,698540,9
Wetline: Turku,698234,19
Pablo Pistachio,699608,4
Drunk Duck,697723,10
Out of Coffee,699027,20
Mayhem Master,697752,16
Climbing Tower,693744,4
Out Of Target Control,696019,9
Off-Kilter,693051,11
Melting Point,697572,6
Let's kill Gobelin !,694242,5
Summon,686347,24
Guns Don't Need People,699065,27
Rocket Launch,697239,14
Pyramid Escape,696477,15
RunSnakerun,697891,6
Steering-less,697907,22
Shape Factory,697516,81
Dethrone The Skeleton King,698776,16
Switch Case,700226,4
Gravity Scramble,698600,24
Blackout Net,695339,21
Last Wheel on Earth,697269,8
SYNTHEPOSER,698520,11
Alister,697143,4
Plague Killer,696804,5
Yeet World,700899,4
Glitch-Slapped,698450,16
Crazy Rafts,699063,24
Color Coordinated,696926,4
Fire Defender,696999,4
Roborando,697913,6
Shuttle Pug,699321,6
Out of Ctrl,698227,4
Get to the Sea!,696212,7
Dev Sitting,697315,17
Circus of the Mind,693254,5
Enoki,697908,10
Not That Way,696277,16
20 Days - GMTK,697100,26
"No Mr. Jond, I expect you to drive",699125,28
Gang's all here,696054,27
A Penguin Walks Into a Bar,697085,23
Retail,694920,5
TrapZooids,697381,6
Straight Outta Control,697432,16
Out of Ctrls,697063,5
Cepheus,699998,5
Boat archer,696535,5
Flying out of Control!,697222,5
CyberPunch!!!,698495,4
Just Don't Die,696681,25
Jammed,699273,18
I Believe You Should Exit,696597,20
Willy Wildspell,695584,4
Crowd Control,696430,24
Coffee Rush Hour,697091,27
Shepard and Bonk,696441,7
Error In System,693872,9
Out of Ice Cream!,699059,9
Maximum Bunning,696537,15
Fortune and Control,697798,10
Alien out of control,696291,13
Mark's Invention,695284,9
Bathroom Boogey,698990,19
Counter Clockwise,694726,20
Ultra Asteroid Shape,695154,8
Panda-monium,695318,18
The three states of Bloof,693048,14
Square Boy,696502,11
Rearranging the Deck Chairs on the Titanic,697790,26
SUPER SIM FIREFIGHT,699288,12
No Control,695043,146
Soopah Player 2,697166,12
This Urchin Kitq,699269,7
Bounce,695243,10
Aléatoire,697947,21
NeoGenesis,695424,16
Out of CTRL,697962,24
You're Going to Explode,699888,6
Habituality,699825,5
Cant Stop!,695934,5
WellRunner,699182,4
Out of CTRL,698896,6
Dungeon Buster,699173,21
Run Zombie Run,699516,5
This weird duck game,696665,24
"Boy, you are out of control",696806,23
SLIME CONTROL,695772,4
Dream Stroller,696232,13
Blast Jumper,696068,6
Blackhole Blast (GMTK Jam),697964,21
Beast,697597,17
Chrysos,698713,4
Project_WaveBlast,700721,6
Pitch Signals,694948,6
Spirit Hunter,698872,19
High 9 to 5,697985,4
Stronk,695398,14
Lost Dungeons of The Demon Prince,699219,3
SnogWars,699148,8
Wisp,616957,17
"Face Bocce - Fun Times, Good Times, Oh Yeah!",698828,7
Grems in the Machine,695701,19
Please Stay Dead,697629,9
Tunnel Vision,697969,17
Of The Leash,695894,4
Unstoppable Wizard: Founders Edition,700268,3
Towers Go Rogue,697697,6
Forest Fire,697083,19
Another Drunk Adventure,699757,7
Plague Overflow,696723,19
insanity brush,696984,7
Can't catch me!,696910,30
Sleepwalk,700531,5
Kevin Hates Chiptune,696405,4
Control: Override,695735,17
Hackin'Time,699152,12
This Is Just Life,695739,13
Homebrew,699635,8
JumBean's Great Escape,697358,23
Steering Not Included - GMTK2020,695464,13
Charcoal Cakes,699466,8
OverPopulated,697473,17
Virus Attack,695803,25
Spinning Out of Control,693847,5
Devils  Shortcuts,699993,6
Laundry Lunacy,698588,6
Parallel Dimension,694795,21
Oh no! Carbon Monoxide is leaking at the steering wheel?! - The Game,698482,15
Ads Of Control,697867,12
Zombie Maniac X,697417,15
SlowFro,699117,5
Save the Sun,697809,7
Into The Blood Room,696985,9
Speech Racer 🚀,697818,12
Time Fall,695589,8
Scavenging Cloning Puppies vs Zombie Donuts,693250,7
Grapple,699371,4
BLUGGER,696888,12
Spells of Elimination,698541,13
The Oasis,696839,13
Host Style Party,699314,5
Were-Cube,695483,15
Wildfire's out of controll,699641,4
TriangleWarrior,698827,6
Deeply Cursed GMTK 2020 Alpha,699987,8
Keep Your Cool,695892,7
C&gt;gobON.LINE,697722,17
Doctor Is Here,697462,5
Pong v1.4.dev,689097,10
Out Of Body,700413,5
S.U.V.,695076,8
Flock of sheep out of control,699896,18
Fuera de Control,695114,15
Misplaced,699643,10
Marching Cubes,696005,25
Dot,696368,24
A Dungeon Called Control,696550,6
Runaway fluid,694852,4
Curse Breaker,697594,20
GrannyCopter,698773,11
Control Is Out,694037,13
Space Jalopy,694176,17
I CAN'T EVEN LOOK AT YOU RIGHT NOW!,697971,9
Shawarma Dungeon,698823,4
Baby Factory,693687,5
Out Of Controllers,697683,9
Consumable Controls,697320,42
Elevalence,698346,6
Dino Walking Sim,696440,26
Rhythm Curse,695136,22
Out Of Guntrol,696410,5
Slash Control,700396,9
The car spins sometimes,694819,13
Population : 0,695175,17
Fascism,694570,18
Lunchroom Panic!,699522,12
Cardiologist,697287,24
HOST,694438,19
SHAPESHIFTER,698894,19
Greedy Drilly,693977,12
I'm Losing It,699790,7
Cards and Spiders,697939,5
Between a Clock and a Hard Place,694490,24
Drunkard,696215,5
No Brakes !!,694967,15
Infinite Backlog,698669,28
Red Light Green Light,694688,5
Robot Ben (GMTK 2020),697040,6
CATastrophe,698415,4
Crates vs Barrels: Unpolished Edition,696385,25
bioTile,695166,9
Out of Control,699313,4
Epimetheus: The Show Must Go On,696616,21
Gravitus,693854,11
ASTROFROG,699962,11
CarHacker,698454,13
Goodnight Lola,699646,5
CMD and CTRL: Shortcut Heroes,698290,5
Witch Orb,699521,5
Coin Rave Party,697466,9
Outbreak Survival,698079,8
Control Controls,698193,5
Lumpion,699469,10
Off The Tracks,698992,8
BYOD: Bring Your Own Dungeon,696312,9
A Warden's Struggles,697609,10
Test Subject #1 (GMTK Game Jam 2020),696747,6
Corona Chaos,699333,13
Swarm Outbreak,693959,16
Beep Boop Meow,696702,4
Stamp-O'-Matic 1000,697136,31
Rollex,687071,5
Get out of Control,697582,28
Uncontrollable Echoes,698742,39
"OK, Cancel, Ignore",696648,11
Elanchau,698295,35
A Space Story,695265,27
Hunt,695438,6
Bass Drop,697566,15
Rain Wizard,695519,4
Train 'N Control,697061,6
Control Blocks,696971,5
Snaaake,695975,12
Invasive,696662,6
The Kids Are Out of Control,697855,10
Rise of the Mushrooms,698358,14
Office Tutor,700446,5
Clucking Drunk,696708,11
Brain War,696324,5
Sleepy Trouble,698532,8
Too Many Cooks,695993,13
CYBOX: One Small Glitch,694992,6
Pop Up,699230,5
